date,corridor,event_intensity,tone_severity,news_volume_spike,price_volatility,disruption_label,disruption_label_source
2023-11-08,red_sea,77.0,59.23,53.67,59.29,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-09,red_sea,80.59,61.68,55.3,54.65,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-10,red_sea,85.64,62.86,65.34,55.31,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-11,red_sea,80.91,64.76,65.83,55.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-12,red_sea,72.1,62.25,61.2,61.46,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-13,red_sea,60.07,57.53,48.38,62.0,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-14,red_sea,69.05,56.62,48.51,54.72,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-15,red_sea,78.05,59.66,53.84,46.78,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-16,red_sea,90.77,61.18,54.73,49.93,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-17,red_sea,89.65,58.94,52.76,66.05,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-18,red_sea,78.77,53.89,44.52,82.83,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-19,red_sea,78.86,56.96,60.63,87.98,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-20,red_sea,83.6,63.21,79.37,89.84,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-21,red_sea,93.42,68.92,91.68,91.81,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-22,red_sea,90.7,68.11,77.99,92.95,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-23,red_sea,90.73,67.98,69.01,81.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-24,red_sea,86.93,64.28,58.78,63.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-25,red_sea,79.74,66.6,61.99,45.08,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-26,red_sea,74.02,65.82,58.98,37.6,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-27,red_sea,78.05,69.16,69.14,27.67,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-28,red_sea,81.47,64.04,62.92,28.15,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-29,red_sea,82.43,60.4,60.16,29.58,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-11-30,red_sea,83.26,58.85,57.8,41.63,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-01,red_sea,83.19,57.44,57.7,48.53,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-02,red_sea,67.24,54.0,52.74,54.49,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-03,red_sea,69.44,58.84,63.28,59.76,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-04,red_sea,78.49,66.01,80.28,59.82,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-05,red_sea,98.96,71.43,91.77,54.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-06,red_sea,96.9,67.97,79.57,46.33,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-07,red_sea,94.18,64.78,66.97,39.84,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-08,red_sea,87.14,63.46,59.72,42.23,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-09,red_sea,80.86,63.22,55.62,48.02,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-10,red_sea,81.94,66.83,59.28,51.8,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-11,red_sea,86.75,68.64,60.16,51.87,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-12,red_sea,94.11,70.41,74.63,52.78,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-13,red_sea,94.16,68.45,73.52,48.07,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-14,red_sea,94.25,68.65,78.24,49.4,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-15,red_sea,94.59,69.12,80.07,48.75,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-16,red_sea,96.2,70.4,89.5,53.73,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-17,red_sea,98.75,72.34,92.39,52.59,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-18,red_sea,99.08,70.87,92.39,54.21,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-19,red_sea,99.08,68.55,93.01,50.64,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-20,red_sea,97.89,66.27,100.0,45.53,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-21,red_sea,95.82,64.63,97.3,36.7,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-22,red_sea,93.75,63.63,90.97,33.74,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-23,red_sea,92.63,64.16,81.23,32.33,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-24,red_sea,93.85,66.36,74.88,33.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-25,red_sea,93.04,66.74,68.72,33.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-26,red_sea,93.4,69.54,78.13,33.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-27,red_sea,93.15,68.92,81.2,29.89,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-28,red_sea,91.54,69.33,83.01,31.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-29,red_sea,89.94,66.66,73.28,29.97,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-30,red_sea,85.57,65.76,62.78,32.06,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2023-12-31,red_sea,90.05,68.73,69.35,29.91,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-01,red_sea,93.67,69.87,70.24,29.91,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-02,red_sea,97.58,70.46,80.15,30.27,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-03,red_sea,95.18,68.84,77.38,33.66,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-04,red_sea,92.81,69.19,82.87,35.03,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-05,red_sea,91.02,70.05,80.78,43.16,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-06,red_sea,86.12,70.38,79.27,48.27,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-07,red_sea,80.51,67.92,69.29,55.4,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-08,red_sea,78.54,66.75,67.67,58.79,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-09,red_sea,79.98,64.77,63.09,64.79,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-10,red_sea,87.5,67.42,71.22,70.59,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-11,red_sea,92.13,68.36,77.23,71.52,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-12,red_sea,97.99,71.06,90.21,68.12,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-13,red_sea,98.26,71.87,94.95,64.92,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-14,red_sea,94.11,72.34,87.48,63.18,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-15,red_sea,93.87,70.98,83.3,54.69,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-16,red_sea,93.64,69.19,80.92,41.72,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-17,red_sea,96.15,69.53,88.35,31.67,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-18,red_sea,95.21,69.93,86.43,31.65,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-19,red_sea,93.57,69.88,79.5,36.11,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-20,red_sea,88.23,70.56,69.92,37.66,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-21,red_sea,80.79,69.34,59.58,37.66,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-22,red_sea,75.99,68.41,58.81,37.97,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-23,red_sea,79.83,67.0,63.52,38.27,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-24,red_sea,82.98,66.95,66.99,35.33,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-25,red_sea,84.71,66.53,62.14,27.13,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-26,red_sea,81.87,66.09,57.38,18.52,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-27,red_sea,81.09,66.61,55.48,13.16,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-28,red_sea,78.31,68.68,54.5,12.76,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-29,red_sea,77.12,70.11,55.51,12.04,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-30,red_sea,75.71,70.34,56.07,11.56,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-01-31,red_sea,81.54,68.45,60.22,15.06,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-01,red_sea,85.38,67.07,60.68,20.24,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-02,red_sea,85.53,66.49,59.25,28.68,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-03,red_sea,80.67,68.57,56.76,33.16,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-04,red_sea,80.54,69.84,57.44,36.66,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-05,red_sea,78.36,69.93,60.66,34.78,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-06,red_sea,79.97,68.7,60.83,32.91,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-07,red_sea,76.09,67.05,55.53,36.67,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-08,red_sea,74.2,65.63,50.84,44.81,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-09,red_sea,66.29,63.59,47.31,52.52,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-10,red_sea,58.26,61.89,43.88,54.59,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-11,red_sea,54.2,62.22,40.28,54.15,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-12,red_sea,57.08,62.86,40.38,45.42,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-13,red_sea,58.78,63.15,41.04,34.62,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-14,red_sea,59.86,62.7,41.67,24.15,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-15,red_sea,58.87,62.33,41.13,19.21,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-16,red_sea,60.9,62.27,40.59,16.3,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-17,red_sea,62.92,62.09,40.19,13.05,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-18,red_sea,60.6,62.68,37.56,13.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-19,red_sea,66.44,63.75,41.53,13.29,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-20,red_sea,70.51,64.08,44.48,14.35,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-21,red_sea,75.16,63.8,47.51,15.16,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-22,red_sea,74.13,63.74,46.14,16.99,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-23,red_sea,72.76,64.06,44.3,21.63,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-24,red_sea,71.23,65.8,41.81,26.52,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-25,red_sea,69.86,66.57,40.24,30.11,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-26,red_sea,69.84,66.4,39.91,29.9,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-27,red_sea,67.44,63.78,41.78,29.38,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-28,red_sea,72.01,62.26,42.48,29.09,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-02-29,red_sea,68.87,61.35,41.44,27.5,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-01,red_sea,65.82,61.58,38.79,21.01,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-02,red_sea,55.57,63.7,37.16,14.3,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-03,red_sea,55.24,66.92,37.22,9.11,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-04,red_sea,57.47,68.18,38.66,13.39,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-05,red_sea,60.92,67.77,39.47,19.19,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-06,red_sea,66.45,67.85,42.69,25.07,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-07,red_sea,75.68,69.54,44.45,30.87,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-08,red_sea,72.52,66.55,42.91,35.41,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-09,red_sea,72.47,65.74,39.29,39.86,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-10,red_sea,64.22,62.92,34.73,40.1,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-11,red_sea,61.33,63.3,33.94,35.41,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-12,red_sea,59.39,62.75,34.57,31.41,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-13,red_sea,59.26,62.27,35.82,26.1,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-14,red_sea,64.63,63.43,37.74,29.37,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-15,red_sea,58.68,63.62,38.76,32.26,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-16,red_sea,57.04,65.58,38.41,36.46,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-17,red_sea,55.04,67.0,36.75,36.77,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-18,red_sea,52.61,63.77,34.13,35.51,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-19,red_sea,49.36,61.64,34.83,34.07,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-20,red_sea,45.27,59.72,35.58,36.74,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-21,red_sea,44.23,59.57,37.43,37.09,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-22,red_sea,43.03,59.59,37.4,37.26,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-23,red_sea,43.78,60.52,36.23,33.32,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-24,red_sea,49.24,62.03,34.16,32.96,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-25,red_sea,51.46,61.7,33.56,33.6,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-26,red_sea,50.26,60.15,34.5,33.07,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-27,red_sea,45.68,60.49,36.56,31.02,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-28,red_sea,45.29,60.46,37.56,29.13,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-29,red_sea,43.66,60.17,36.88,28.41,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-30,red_sea,38.73,59.05,34.59,29.21,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-03-31,red_sea,34.44,58.77,33.03,29.21,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-01,red_sea,37.06,60.57,33.87,29.21,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-02,red_sea,40.8,61.85,37.02,30.24,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-03,red_sea,43.88,63.0,39.51,35.79,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-04,red_sea,41.51,62.7,40.01,45.09,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-05,red_sea,41.17,62.87,38.24,49.49,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-06,red_sea,37.32,65.5,36.93,49.37,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-07,red_sea,39.87,67.69,36.08,45.51,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-08,red_sea,42.7,67.86,36.49,51.28,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-09,red_sea,43.76,65.19,37.28,57.2,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-10,red_sea,44.14,62.44,37.94,58.41,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-11,red_sea,39.76,61.05,37.14,53.68,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-12,red_sea,41.38,61.92,35.98,44.65,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-13,red_sea,42.2,64.15,35.88,40.32,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-14,red_sea,47.77,69.02,39.24,36.17,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-15,red_sea,51.1,71.35,42.86,40.67,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-16,red_sea,50.44,70.77,44.34,45.18,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-17,red_sea,47.32,67.63,43.83,50.08,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-18,red_sea,43.21,64.7,40.92,50.9,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-19,red_sea,38.54,65.79,41.53,51.45,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-20,red_sea,33.71,67.98,39.17,51.59,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-21,red_sea,30.27,67.2,36.74,51.32,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-22,red_sea,29.55,63.41,32.13,42.5,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
2024-04-23,red_sea,30.35,59.56,30.15,36.48,1,"2023-2024 Houthi attacks on Red Sea shipping. Sources: Wikipedia timeline, Wilson Center, Washington Institute."
